role_id,user_id,role_name,assigned_date
259,259,admin,2025-05-21
260,260,editor,2025-05-21
261,261,viewer,2025-12-17
262,262,admin,2026-01-06
263,263,admin,2026-03-11
264,264,editor,2025-07-07
265,265,editor,2025-05-23
266,266,viewer,2025-11-16
267,267,admin,2025-12-20
268,268,editor,2025-09-30
269,269,admin,2026-02-05
270,270,viewer,2025-04-19
271,271,admin,2026-02-20
272,272,admin,2026-01-29
273,273,admin,2026-01-30
274,274,admin,2025-04-09
275,275,admin,2025-12-29
276,276,viewer,2025-11-25
277,277,editor,2025-06-16
278,278,viewer,2025-07-01
279,279,viewer,2025-05-16
280,280,editor,2025-04-18
281,281,admin,2025-10-13
282,282,editor,2025-11-04
283,283,admin,2026-01-13
284,284,admin,2025-11-22
285,285,viewer,2025-05-02
286,286,editor,2026-01-04
287,287,editor,2025-09-14
288,288,admin,2025-09-06
289,289,editor,2026-02-12
290,290,editor,2025-04-30
291,291,viewer,2025-11-08
292,292,admin,2025-04-07
293,293,viewer,2025-09-11
294,294,editor,2025-09-05
295,295,invalid_role,2025-07-03
296,296,viewer,2026-02-03
297,297,invalid_role,2025-09-08
298,298,editor,2025-08-21
299,299,admin,2025-12-29
300,300,admin,2025-08-30
301,301,admin,2025-06-20
302,302,admin,2025-10-30
303,303,invalid_role,2025-06-11
304,304,admin,2025-07-21
305,305,editor,2025-04-22
306,306,admin,2025-12-03
307,307,editor,2025-07-25
308,308,admin,2025-07-27
309,309,editor,2025-11-18
310,310,viewer,2025-12-24
311,311,viewer,2026-01-05
312,312,editor,2025-08-17
313,313,admin,2025-05-23
314,314,editor,2026-03-22
315,315,admin,2025-05-12
316,316,admin,2025-07-18
317,317,editor,2025-08-02
318,318,viewer,2025-04-18
319,319,viewer,2025-09-12
320,320,editor,2025-05-14
321,321,invalid_role,2026-01-24
322,322,admin,2025-06-27
323,323,viewer,2025-10-13
324,324,invalid_role,2026-03-08
325,325,editor,2025-04-05
326,326,viewer,2025-05-10
327,327,admin,2026-02-02
328,328,editor,2025-06-24
329,329,viewer,2025-05-17
330,330,admin,2025-08-13
331,331,invalid_role,2025-11-21
332,332,viewer,2025-12-17
333,333,editor,2025-06-16
334,334,viewer,2025-06-04
335,335,editor,2025-11-26
336,336,admin,2025-12-08
337,337,admin,2025-07-21
338,338,viewer,2026-03-15
339,339,admin,2025-09-16
340,340,admin,2025-04-12
341,341,viewer,2025-05-03
342,342,viewer,2025-12-12
343,343,invalid_role,2025-07-28
344,344,editor,2025-07-12
345,345,viewer,2025-11-17
346,346,viewer,2025-09-17
347,347,admin,2025-06-26
348,348,admin,2025-04-25
349,349,viewer,2025-12-05
350,350,admin,2026-01-18
351,351,admin,2025-05-03
352,352,admin,2025-09-27
353,353,admin,2025-07-26
354,354,editor,2025-08-16
355,355,editor,2025-11-02
356,356,viewer,2026-02-12
357,357,editor,2025-11-02
358,358,editor,2026-01-14
359,359,admin,2026-03-24
360,360,invalid_role,2026-01-22
361,361,editor,2025-11-02
362,362,editor,2025-10-22
363,363,editor,2026-03-09
364,364,viewer,2026-01-23
365,365,viewer,2025-09-15
366,366,admin,2025-05-19
367,367,viewer,2025-05-22
368,368,editor,2025-10-10
369,369,viewer,2025-09-09
370,370,admin,2026-01-25
371,371,editor,2025-12-25
372,372,editor,2025-04-23
373,373,viewer,2026-03-13
374,374,admin,2026-01-30
375,375,viewer,2025-04-11
376,376,viewer,2025-04-23
377,377,admin,2025-04-27
378,378,admin,2025-08-23
379,379,invalid_role,2025-10-22
380,380,viewer,2025-11-28
381,381,admin,2025-07-18
382,382,admin,2025-10-29
383,383,viewer,2026-03-11
384,384,viewer,2025-07-08
385,385,viewer,2026-03-27
386,386,invalid_role,2025-06-29
387,387,invalid_role,2025-07-30
388,388,admin,2025-10-21
389,389,editor,2025-10-08
390,390,viewer,2026-02-13
391,391,invalid_role,2025-12-06
392,392,invalid_role,2025-09-19
393,393,editor,2025-10-17
394,394,admin,2025-10-07
395,395,invalid_role,2025-11-28
396,396,admin,2025-11-21
397,397,editor,2026-01-09
398,398,editor,2026-03-16
399,399,editor,2025-10-10
400,400,viewer,2026-01-28
401,401,viewer,2026-01-17
402,402,admin,2026-03-06
403,403,invalid_role,2025-10-28
404,404,viewer,2026-03-03
405,405,viewer,2026-03-27
406,406,admin,2025-06-01
407,407,admin,2025-08-26
408,408,admin,2025-09-13
409,409,viewer,2025-11-15
410,410,admin,2025-10-19
411,411,admin,2025-11-07
412,412,admin,2025-07-01
413,413,viewer,2026-03-15
414,414,admin,2026-02-22
415,415,editor,2025-11-16
416,416,viewer,2025-11-05
417,417,invalid_role,2025-12-31
418,418,editor,2025-10-08
419,419,editor,2026-03-21
420,420,admin,2025-07-10
421,421,admin,2025-07-08
422,422,admin,2025-08-16
423,423,viewer,2025-06-02
424,424,viewer,2026-01-14
425,425,invalid_role,2025-10-13
426,426,editor,2026-02-14
427,427,viewer,2025-05-06
428,428,admin,2026-01-08
429,429,admin,2025-05-20
430,430,editor,2025-11-05
431,431,editor,2025-05-25
432,432,viewer,2025-08-01
433,433,editor,2025-09-19
434,434,viewer,2025-08-13
435,435,editor,2025-06-03
436,436,editor,2025-07-05
437,437,admin,2026-01-04
438,438,editor,2026-02-18
439,439,viewer,2026-02-25
440,440,viewer,2026-03-20
441,441,viewer,2025-04-18
442,442,admin,2025-10-28
443,443,editor,2025-10-09
444,444,editor,2026-01-14
445,445,editor,2025-03-30
446,446,editor,2025-09-01
447,447,viewer,2025-06-04
448,448,editor,2025-08-24
449,449,invalid_role,2025-05-31
450,450,viewer,2026-02-17
451,451,admin,2026-01-07
452,452,admin,2025-10-23
453,453,viewer,2025-10-19
454,454,admin,2025-09-26
455,455,editor,2025-04-09
456,456,editor,2025-09-08
457,457,viewer,2026-02-05
458,458,viewer,2025-05-11
459,459,admin,2025-07-15
460,460,viewer,2025-03-31
461,461,editor,2026-02-22
462,462,editor,2025-12-06
463,463,viewer,2026-03-01
464,464,admin,2025-05-08
465,465,viewer,2025-07-19
466,466,admin,2026-03-10
467,467,viewer,2025-09-05
468,468,editor,2025-10-28
469,469,editor,2026-02-02
470,470,editor,2025-10-17
471,471,admin,2025-04-10
472,472,viewer,2025-05-27
473,473,viewer,2025-12-30
474,474,editor,2025-04-18
475,475,viewer,2026-01-14
476,476,viewer,2026-01-12
477,477,viewer,2025-12-29
478,478,editor,2025-12-23
479,479,editor,2025-11-19
480,480,viewer,2026-01-15
481,481,editor,2025-04-23
482,482,viewer,2025-06-18
483,483,viewer,2025-08-19
484,484,editor,2026-02-19
485,485,invalid_role,2026-03-07
486,486,viewer,2025-08-31
487,487,viewer,2025-09-24
488,488,editor,2025-09-01
489,489,admin,2026-01-04
490,490,admin,2025-06-07
491,491,viewer,2025-05-23
492,492,editor,2025-05-25
493,493,viewer,2025-08-22
494,494,viewer,2026-02-19
495,495,viewer,2025-04-02
496,496,admin,2025-05-06
497,497,viewer,2025-08-03
498,498,viewer,2025-05-21
499,499,admin,2025-08-14
500,500,admin,2026-02-16
501,501,editor,2025-12-08
502,502,admin,2025-11-25
503,503,admin,2025-12-01
504,504,invalid_role,2025-05-29
505,505,editor,2025-08-19
506,506,viewer,2025-04-24
507,507,viewer,2026-01-21
508,508,viewer,2026-03-13
509,509,admin,2025-09-17
510,510,editor,2025-05-22
511,511,invalid_role,2025-04-17
512,512,admin,2025-12-09
513,513,admin,2025-07-13
514,514,editor,2026-01-04
515,515,admin,2025-04-29
516,516,editor,2025-08-06
517,517,editor,2025-10-16
518,518,editor,2025-11-12
519,519,admin,2025-04-22
520,520,invalid_role,2025-12-06
521,521,admin,2025-04-26
522,522,editor,2026-02-05
523,523,admin,2025-05-13
524,524,viewer,2025-06-09
525,525,viewer,2025-11-09
526,526,viewer,2025-04-16
527,527,editor,2025-08-09
528,528,editor,2026-02-06
529,529,editor,2025-11-03
530,530,viewer,2025-08-12
531,531,editor,2025-05-14
532,532,editor,2025-06-23
533,533,admin,2026-01-17
534,534,admin,2025-09-03
535,535,admin,2025-11-25
536,536,invalid_role,2025-10-09
537,537,admin,2025-10-31
538,538,editor,2025-09-14
539,539,viewer,2025-12-02
540,540,admin,2025-04-01
541,541,editor,2025-08-31
542,542,admin,2025-12-17
543,543,viewer,2026-01-04
544,544,editor,2025-08-23
545,545,editor,2025-08-25
546,546,editor,2025-11-05
547,547,viewer,2026-01-16
548,548,admin,2025-10-14
549,549,viewer,2025-04-16
550,550,viewer,2025-10-31
551,551,viewer,2026-02-13
552,552,admin,2025-05-06
553,553,editor,2026-02-04
554,554,viewer,2025-08-30
555,555,editor,2025-09-27
556,556,invalid_role,2026-01-31
557,557,admin,2026-01-22
558,558,viewer,2025-10-02
559,559,editor,2026-02-21
560,560,admin,2025-07-01
561,561,viewer,2025-06-04
562,562,viewer,2025-12-28
563,563,viewer,2025-12-15
564,564,invalid_role,2025-06-10
565,565,viewer,2025-07-03
566,566,admin,2025-08-18
567,567,admin,2025-06-16
568,568,viewer,2026-03-20
569,569,admin,2025-11-24
570,570,admin,2025-04-16
571,571,editor,2025-09-26
572,572,admin,2025-06-24
573,573,viewer,2025-10-04
574,574,editor,2025-12-11
575,575,viewer,2026-03-03
576,576,admin,2025-06-09
577,577,invalid_role,2026-02-02
578,578,viewer,2025-04-24
579,579,viewer,2025-10-04
580,580,admin,2025-09-23
581,581,viewer,2025-07-07
582,582,editor,2025-09-20
583,583,admin,2025-08-23
584,584,viewer,2026-02-09
585,585,editor,2026-03-05
586,586,admin,2025-08-06
587,587,admin,2025-05-03
588,588,admin,2026-01-15
589,589,editor,2025-10-13
590,590,editor,2025-11-12
591,591,viewer,2026-02-21
592,592,viewer,2025-11-22
593,593,admin,2025-10-29
594,594,viewer,2025-11-14
595,595,admin,2025-09-04
596,596,admin,2025-10-27
597,597,editor,2025-04-13
598,598,viewer,2025-06-10
599,599,admin,2025-09-17
600,600,viewer,2025-09-03
601,601,editor,2025-10-27
602,602,editor,2026-03-11
603,603,viewer,2026-01-08
604,604,viewer,2025-07-19
605,605,admin,2025-06-07
606,606,admin,2025-04-14
607,607,viewer,2026-01-15
608,608,viewer,2025-08-25
609,609,editor,2025-09-07
610,610,editor,2025-10-02
611,611,viewer,2026-02-19
612,612,viewer,2025-07-31
613,613,editor,2025-06-14
614,614,viewer,2025-12-31
615,615,viewer,2025-11-15
616,616,editor,2025-11-25
617,617,editor,2026-03-24
618,618,editor,2026-03-05
619,619,admin,2025-05-02
620,620,editor,2025-04-16
621,621,admin,2025-08-20
622,622,admin,2025-06-09
623,623,editor,2025-12-25
624,624,invalid_role,2025-05-13
625,625,editor,2026-02-24
626,626,viewer,2026-01-15
627,627,viewer,2025-10-11
628,628,viewer,2025-05-18
629,629,viewer,2025-05-15
630,630,viewer,2025-12-08
631,631,editor,2025-12-10
632,632,editor,2025-09-25
633,633,editor,2025-12-28
634,634,editor,2026-02-17
635,635,admin,2025-07-12
636,636,viewer,2025-08-03
637,637,invalid_role,2025-05-16
638,638,invalid_role,2025-08-30
639,639,editor,2025-12-21
640,640,editor,2025-09-13
641,641,viewer,2026-02-22
642,642,viewer,2025-09-24
643,643,editor,2026-02-19
644,644,admin,2025-12-12
645,645,admin,2026-03-26
646,646,editor,2026-03-22
647,647,admin,2025-04-03
648,648,editor,2026-02-16
649,649,editor,2025-07-15
650,650,viewer,2025-06-23
651,651,viewer,2025-10-22
652,652,invalid_role,2025-07-16
653,653,admin,2026-02-03
654,654,editor,2025-08-17
655,655,viewer,2025-08-21
656,656,editor,2025-11-27
657,657,viewer,2025-07-02
658,658,editor,2025-10-19
659,659,editor,2025-06-02
660,660,viewer,2025-11-14
661,661,viewer,2025-06-19
662,662,editor,2025-07-15
663,663,admin,2026-01-26
664,664,editor,2025-11-08
665,665,editor,2026-01-17
666,666,admin,2025-07-09
667,667,editor,2025-10-03
668,668,viewer,2025-04-09
669,669,editor,2025-12-07
670,670,viewer,2026-03-12
671,671,admin,2026-03-27
672,672,editor,2025-09-07
673,673,viewer,2025-06-13
674,674,viewer,2025-08-11
675,675,viewer,2026-03-11
676,676,editor,2025-04-08
677,677,viewer,2025-07-10
678,678,editor,2026-02-11
679,679,viewer,2025-06-27
680,680,editor,2025-11-14
681,681,editor,2025-06-11
682,682,admin,2025-08-14
683,683,admin,2025-10-27
684,684,editor,2025-04-20
685,685,admin,2025-12-30
686,686,editor,2026-02-27
687,687,editor,2025-07-16
688,688,admin,2025-07-16
689,689,admin,2025-12-27
690,690,admin,2025-10-01
691,691,viewer,2026-01-23
692,692,editor,2025-06-12
693,693,invalid_role,2025-07-16
694,694,viewer,2025-06-21
695,695,editor,2026-03-21
696,696,editor,2025-11-11
697,697,editor,2025-07-16
698,698,viewer,2026-03-19
699,699,admin,2025-10-14
700,700,admin,2026-02-15
701,701,admin,2025-05-14
702,702,viewer,2025-08-04
703,703,admin,2026-03-01
704,704,admin,2026-01-18
705,705,viewer,2025-11-11
706,706,viewer,2026-02-24
707,707,editor,2025-04-18
708,708,viewer,2025-07-15
709,709,viewer,2025-04-16
710,710,editor,2025-09-30
711,711,admin,2026-03-15
712,712,admin,2026-02-24
713,713,admin,2025-08-31
714,714,invalid_role,2025-06-19
715,715,admin,2026-01-24
716,716,editor,2025-07-27
717,717,admin,2025-12-10
718,718,admin,2025-07-28
719,719,viewer,2025-10-20
720,720,editor,2025-11-07
721,721,editor,2025-09-29
722,722,viewer,2025-11-26
723,723,editor,2026-01-06
724,724,editor,2025-04-15
725,725,admin,2025-09-24
726,726,editor,2025-06-30
727,727,viewer,2025-12-01
728,728,admin,2025-08-19
729,729,editor,2025-10-25
730,730,admin,2025-04-01
731,731,editor,2026-02-15
732,732,invalid_role,2025-09-07
733,733,invalid_role,2025-12-20
734,734,viewer,2025-12-16
735,735,admin,2025-10-16
736,736,viewer,2025-05-25
737,737,admin,2025-07-30
738,738,admin,2025-10-19
739,739,editor,2026-01-21
740,740,editor,2025-05-05
741,741,editor,2025-09-23
742,742,editor,2025-11-29
743,743,admin,2026-02-08
744,744,editor,2026-01-29
745,745,admin,2025-04-27
746,746,editor,2026-01-07
747,747,editor,2026-03-18
748,748,admin,2025-09-28
749,749,invalid_role,2025-07-04
750,750,viewer,2025-11-14
751,751,invalid_role,2025-06-07
752,752,admin,2025-12-07
753,753,invalid_role,2025-11-26
754,754,viewer,2025-12-05
755,755,editor,2025-11-01
756,756,viewer,2026-02-15
757,757,editor,2026-02-25
758,758,admin,2025-03-31
759,759,invalid_role,2025-12-09
760,760,viewer,2025-05-03
761,761,admin,2026-03-27
762,762,admin,2025-10-15
763,763,viewer,2026-03-03
764,764,invalid_role,2025-06-12
765,765,editor,2025-08-16
766,766,viewer,2025-04-09
767,767,admin,2025-04-08
768,768,viewer,2026-01-31
769,769,viewer,2025-08-23
770,770,editor,2026-03-27
771,771,admin,2025-06-28
772,772,editor,2026-03-03
773,773,admin,2025-12-22
774,774,viewer,2025-12-08
775,775,editor,2025-10-26
776,776,viewer,2025-12-05
777,777,invalid_role,2025-06-12
778,778,editor,2025-06-08
779,779,admin,2025-09-12
780,780,editor,2026-03-15
781,781,editor,2025-12-20
782,782,admin,2026-03-09
783,783,admin,2025-04-06
784,784,admin,2026-02-28
785,785,admin,2025-10-09
786,786,viewer,2025-12-18
787,787,editor,2025-07-06
788,788,invalid_role,2025-09-26
789,789,viewer,2025-08-11
790,790,editor,2025-08-14
791,791,editor,2025-08-12
792,792,editor,2025-09-05
793,793,editor,2025-10-11
794,794,invalid_role,2025-06-23
795,795,editor,2025-08-22
796,796,editor,2025-04-03
797,797,viewer,2026-03-13
798,798,editor,2025-05-01
799,799,admin,2025-10-22
800,800,admin,2025-12-01
801,801,admin,2025-04-21
802,802,viewer,2025-10-16
803,803,viewer,2025-05-23
804,804,viewer,2025-10-03
805,805,invalid_role,2025-05-01
806,806,viewer,2026-01-29
807,807,viewer,2026-03-03
808,808,viewer,2025-12-03
809,809,admin,2025-04-01
810,810,viewer,2025-04-21
811,811,admin,2026-02-09
812,812,viewer,2026-01-15
813,813,admin,2026-03-05
814,814,viewer,2025-08-21
815,815,admin,2025-12-12
816,816,editor,2025-06-25
817,817,viewer,2025-10-10
818,818,editor,2025-07-26
819,819,viewer,2025-12-30
820,820,admin,2026-02-26
821,821,editor,2025-07-27
822,822,editor,2025-04-29
823,823,editor,2025-09-21
824,824,editor,2025-10-06
825,825,admin,2025-12-07
826,826,editor,2025-09-02
827,827,admin,2025-09-22
828,828,admin,2025-06-11
829,829,invalid_role,2026-02-15
830,830,viewer,2026-01-31
831,831,editor,2025-11-13
832,832,viewer,2026-03-23
833,833,viewer,2026-01-20
834,834,admin,2025-10-29
835,835,admin,2026-02-26
836,836,editor,2025-04-11
837,837,invalid_role,2025-12-25
838,838,invalid_role,2025-11-20
839,839,viewer,2025-07-16
840,840,editor,2026-01-13
841,841,invalid_role,2025-09-22
842,842,viewer,2025-10-18
843,843,viewer,2025-06-02
844,844,viewer,2026-03-14
845,845,invalid_role,2025-04-04
846,846,invalid_role,2026-01-21
847,847,viewer,2025-08-15
848,848,admin,2026-01-17
849,849,viewer,2025-04-28
850,850,editor,2025-06-22
851,851,viewer,2025-08-27
852,852,viewer,2025-12-09
853,853,invalid_role,2026-01-04
854,854,viewer,2025-09-12
855,855,viewer,2025-07-20
856,856,editor,2026-03-02
857,857,viewer,2025-10-25
858,858,admin,2025-12-09
859,859,admin,2026-03-01
860,860,admin,2025-11-10
861,861,viewer,2025-06-12
862,862,viewer,2025-08-24
863,863,invalid_role,2025-08-10
864,864,invalid_role,2025-08-22
865,865,viewer,2025-12-02
866,866,editor,2025-07-28
867,867,viewer,2025-11-14
868,868,viewer,2026-01-28
869,869,admin,2025-11-27
870,870,viewer,2026-02-12
871,871,editor,2025-04-04
872,872,invalid_role,2025-07-16
873,873,invalid_role,2026-01-17
874,874,admin,2025-12-11
875,875,viewer,2026-03-20
876,876,editor,2025-07-13
877,877,viewer,2025-12-12
878,878,admin,2026-01-21
879,879,invalid_role,2025-05-07
880,880,admin,2026-02-02
881,881,editor,2025-07-07
882,882,viewer,2025-09-13
883,883,admin,2025-11-13
884,884,viewer,2025-06-21
885,885,viewer,2025-04-03
886,886,viewer,2026-01-12
887,887,admin,2025-09-30
888,888,editor,2025-10-08
889,889,viewer,2025-04-15
890,890,editor,2025-12-01
891,891,admin,2025-06-06
892,892,admin,2025-11-18
893,893,editor,2025-06-25
894,894,viewer,2026-01-27
895,895,admin,2025-10-02
896,896,admin,2025-10-01
897,897,admin,2026-03-04
898,898,admin,2025-05-27
899,899,viewer,2025-04-09
900,900,invalid_role,2025-11-07
901,901,editor,2025-05-25
902,902,admin,2025-04-20
903,903,invalid_role,2025-06-17
904,904,admin,2025-08-30
905,905,viewer,2026-03-17
906,906,admin,2025-10-29
907,907,viewer,2025-05-24
908,908,viewer,2025-04-08
909,909,editor,2025-11-14
910,910,editor,2025-05-20
911,911,editor,2026-01-12
912,912,admin,2025-05-18
913,913,viewer,2026-02-23
914,914,editor,2025-05-19
915,915,admin,2025-07-08
916,916,admin,2025-11-08
917,917,invalid_role,2025-04-16
918,918,admin,2026-03-01
919,919,editor,2025-08-28
920,920,viewer,2026-02-27
921,921,admin,2025-11-19
922,922,viewer,2025-12-28
923,923,viewer,2025-08-22
924,924,viewer,2025-09-18
925,925,viewer,2025-09-12
926,926,editor,2025-11-14
927,927,viewer,2025-07-07
928,928,editor,2025-10-26
929,929,viewer,2025-07-25
930,930,editor,2025-07-02
931,931,editor,2025-05-11
932,932,viewer,2026-03-29
933,933,invalid_role,2025-05-16
934,934,editor,2025-09-05
935,935,editor,2026-03-16
936,936,viewer,2025-09-06
937,937,invalid_role,2025-05-07
938,938,editor,2025-11-23
939,939,invalid_role,2025-10-23
940,940,admin,2026-01-21
941,941,viewer,2025-10-09
942,942,admin,2025-11-06
943,943,viewer,2025-11-12
944,944,editor,2025-08-24
945,945,viewer,2025-04-27
946,946,viewer,2026-01-12
947,947,admin,2026-01-06
948,948,viewer,2025-04-25
949,949,invalid_role,2026-01-27
950,950,admin,2026-01-27
951,951,viewer,2025-09-24
952,952,invalid_role,2025-11-10
953,953,editor,2025-09-28
954,954,viewer,2025-08-13
955,955,viewer,2025-05-31
956,956,viewer,2025-09-10
957,957,admin,2025-09-28
958,958,editor,2025-07-04
